LAB;GRUPO;CODIGO;CODBARRA;DETALLE;COSTO;MARGEN;PRECIO;PCADENA;POFERTA;STOCK;DESCUENTO;PRINCIPIO_ACTIVO;CV_SKU
MED MERCK QUIMICA;TIROIDEOS;183029;4022536980720;EUTIROX 50MCG.50COM.  11100 [ 5108 ];7650.0;42.04;12740;13990.0;0.0;5.0;Si;LEVOTIROXINA SODICA;
MED MERCK QUIMICA;TIROIDEOS;183030;4022536980737;EUTIROX 75MCG.50COM.  11092 [ 5109 ];5490.0;85.6;11900;14790.0;0.0;3.0;Si;LEVOTIROXINA SODICA;
MED MERCK QUIMICA;ANTICONCEPTIVOS;183031;7800017025286;EVILIN 21COM.  11129 [ 5113 ];16500.0;17.14;23000;25790.0;0.0;0.0;Si;;
MED MERCK QUIMICA;HIPOLIPEMIANTE;183032;7702418005075;GIABRI 100MG.30COM.  265384 [ 38159 ];15760.0;73.19;32480;36590.0;0.0;0.0;Si;CIPROFIBRATO;265384
MED MERCK QUIMICA;HIPOLIPEMIANTE;183033;7702418005082;GIABRI 100MG.60COM.  269266 [ 29837 ];27437.0;50.93;49280;61990.0;0.0;0.0;Si;CIPROFIBRATO;269266
MED MERCK QUIMICA;DIABETICOS;183034;3596540050096;GLAFORNIL 1000MG.30COM.11149 [ 13027 ];12570.0;66.2;24860;34690.0;0.0;0.0;Si;METFORMINA;
MED MERCK QUIMICA;DIABETICOS;183035;3596540040103;GLAFORNIL 500MG.30COM.  11101 [ 5118 ];7000.0;19.48;9990;13290.0;0.0;3.0;Si;METFORMINA;
MED MERCK QUIMICA;DIABETICOS;183036;3596540010137;GLAFORNIL 850MG.30COM. [ 13033 ];12860.0;39.97;21420;21190.0;0.0;0.0;Si;METFORMINA;
MED MERCK QUIMICA;DIABETICOS;183037;3596540010144;GLAFORNIL 850MG.60COM.  11085 [ 13039 ];15470.0;74.26;32080;28490.0;0.0;2.0;Si;METFORMINA;
MED MERCK QUIMICA;DIABETICOS;183038;3596540150017;GLAFORNIL XR 1000MG.30COM.  260015 [ 16255 ];12990.0;55.24;24900;33590.0;0.0;4.0;Si;METFORMINA;260015
MED MERCK QUIMICA;DIABETICOS;183039;3596540070032;GLAFORNIL XR 500MG.30COM.  11172 [ 13041 ];8210.0;43.19;13990;15190.0;0.0;3.0;Si;METFORMINA;
MED MERCK QUIMICA;DIABETICOS;183040;3596540130019;GLAFORNIL XR 750MG.30COM.  254866 [ 14426 ];10390.0;46.4;19800;27390.0;0.0;5.0;Si;METFORMINA;254866
MED MERCK QUIMICA;;183041;7891721202797;GLAFORNIL XR 850MG.30COM. [ 54456 ];13830.0;63.4;26800;0.0;0.0;1.0;Si;METFORMINA;
MED MERCK QUIMICA;;183059;4061841443872;GLUAMET 50/850   60 COM;27370.0;45.01;47230;0.0;0.0;0.0;No;METFORMINA + VILDAGLIPTINA;
MED MERCK QUIMICA;DIABETICOS;183042;3596540210018;GLUCOVANCE 1000/5MG.30COM.RE  261423 [ 35881 ];16494.0;51.98;29830;32390.0;0.0;1.0;Si;GLIBENCLAMIDA + METFORMINA;261423
MED MERCK QUIMICA;DIABETICOS;183043;3596540060156;GLUCOVANCE 500/2,5MG.30COM.  11152 [ 13025 ];8750.0;70.28;18500;27270.0;0.0;0.0;Si;GLIBENCLAMIDA + METFORMINA;
MED MERCK QUIMICA;DIABETICOS;183044;3596540060163;GLUCOVANCE 500/5MG.30COM.  11151 [ 10968 ];8480.0;63.51;16500;24390.0;0.0;1.0;Si;GLIBENCLAMIDA + METFORMINA;
MED MERCK QUIMICA;DESCONG NASAL;183045;7501298215228;ILIADIN SP.NASAL AD.10ML   11020 [ 5121 ];9640.0;26.66;13990;17990.0;0.0;0.0;Si;;
MED MERCK QUIMICA;DIABETICOS;183046;7800017375640;JALRA 50MG 28COM.REC [ 38204 ];13803.0;16.53;19140;20390.0;0.0;0.0;Si;;
MED MERCK QUIMICA;DIABETICOS;183047;7404000043259;JALRA M 50/500MG.28COM. [ 28698 ];15035.0;13.68;20340;20790.0;0.0;0.0;Si;;
MED MERCK QUIMICA;DIABETICOS;183048;7404000042962;JALRA M 50/850MG.28COM. [ 29829 ];14884.0;20.77;21390;21890.0;0.0;0.0;Si;;
MED MERCK QUIMICA;DIABETICOS;183049;7800032308999;JALRA M 50MG/1000MG 28COMP.REC [ 38206 ];15576.0;26.51;23450;24070.0;0.0;0.0;Si;;
MED MERCK QUIMICA;VITAMINAS COMPLEJO B;183050;7800017018219;NEUROBIONTA 20GRA.  11035 [ 5137 ];7199.76;62.23;13900;14590.0;0.0;0.0;Si;;
MED MERCK QUIMICA;;183060;7500435248280;NEUROBIONTA ADVANCE 100/50/1 60 COM REC;19980.0;33.27;30910;0.0;0.0;4.0;No;CIANOCOBALAMINA + PIRIDOXINA + TIAMINA;
MED MERCK QUIMICA;;183051;7500435221030;NEUROBIONTA ADVANCE CM RECUBIERTOS [ 53653 ];13995.0;30.06;21660;0.0;0.0;3.0;Si;CIANOCOBALAMINA + PIRIDOXINA + TIAMINA;
MED MERCK QUIMICA;;183052;7500435221047;NEUROBIONTA ADVANCE X 15 CM [ 53659 ];6710.0;50.28;12000;0.0;0.0;0.0;Si;CIANOCOBALAMINA + PIRIDOXINA + TIAMINA;
MED MERCK QUIMICA;VITAMINAS COMPLEJO B;183053;7501298223490;NEUROBIONTA DC.10000.3JER.  291183 [ 37574 ];14880.0;25.32;22190;21990.0;0.0;4.0;Si;;291183
MED MERCK QUIMICA;;183061;4022536866666;NOVOTHYRAL 100 COM;22750.0;18.2;32000;40390.0;0.0;0.0;No;LEVOTIROXINA SODICA + LIOTIRONINA;
MED MERCK QUIMICA;;183054;7809601115495;TEST COVID-19 [ 49663 ];13523.0;5.58;16990;22990.0;0.0;0.0;Si;;
MED MERCK QUIMICA;TIROIDEOS;183055;7800017074437;THYROZOL 10MG.50COM.  11158 [ 54015 ];19510.0;60.23;37200;44990.0;0.0;2.0;Si;TIAMAZOL;
MED MERCK QUIMICA;ANTIDIARREICOS;183056;4027269958329;VIVERA 8SOB.  274650 [ 33422 ];9330.0;37.23;14900;15090.0;0.0;2.0;Si;;274650
MED MERCK QUIMICA;;183057;7702418744998;ZIAC 5.0 30 COM [ 52553 ];25100.0;50.66;45000;0.0;0.0;0.0;Si;BISOPROLOL + HIDROCLOROTIAZIDA;
MED MERCK SHARP & DOHME(I.A);ANTIALERGICOS;184000;7800019010839;AERIUS 5MG.30COM. [ 7558 ];16950.0;11.8;22550;25440.0;0.0;0.0;Si;DESLORATADINA;
MED MERCK SHARP & DOHME(I.A);ANTIALERGICOS;184001;7800019000199;AERIUS JBE.2.5MG/5ML 120ML [ 14849 ];7500.0;45.66;13000;15090.0;0.0;0.0;Si;DESLORATADINA;
MED MERCK SHARP & DOHME(I.A);ANALG GENERAL;184002;7441033609861;ARCOXIA 120MG.7COM. [ 17315 ];9460.0;54.57;17400;25190.0;0.0;0.0;Si;ETORICOXIB;
MED MERCK SHARP & DOHME(I.A);ANALG GENERAL;184003;7897337711180;ARCOXIA 60MG.14COM. [ 30200 ];11740.0;28.13;17900;29090.0;0.0;0.0;Si;ETORICOXIB;
MED MERCK SHARP & DOHME(I.A);ANTIHIPERTENSIVOS;184004;7897337712507;COZAAR 50MG.30COM.REC. [ 38983 ];15989.0;7.48;20450;30090.0;0.0;0.0;Si;LOSARTAN;
MED MERCK SHARP & DOHME(I.A);DIABETICOS;184005;7502241940099;JANUMET 50/500MG.28COM. [ 23637 ];17990.0;39.67;29900;35390.0;0.0;0.0;Si;METFORMINA + SITAGLIPTINA;
MED MERCK SHARP & DOHME(I.A);DIABETICOS;184006;7502241941416;JANUMET 50/500MG.56COM. [ 31385 ];35730.0;21.1;51490;56890.0;0.0;0.0;Si;METFORMINA + SITAGLIPTINA;
MED MERCK SHARP & DOHME(I.A);DIABETICOS;184007;7502241940105;JANUMET 50/850MG.28COM. [ 16447 ];23783.0;5.93;29980;35390.0;0.0;0.0;Si;METFORMINA + SITAGLIPTINA;
MED MERCK SHARP & DOHME(I.A);DIABETICOS;184008;7502241941423;JANUMET 50/850MG.56COM. [ 30989 ];26140.54;77.03;55070;57390.0;0.0;0.0;Si;METFORMINA + SITAGLIPTINA;
MED MERCK SHARP & DOHME(I.A);DIABETICOS;184009;7502241941430;JANUMET COM.50/1000MG.56 [ 33075 ];35990.0;27.23;54490;54640.0;0.0;0.0;Si;METFORMINA + SITAGLIPTINA;
MED MERCK SHARP & DOHME(I.A);;184010;7707213871085;PROMYRTIL 30 MG X 30 COM REC [ 54400 ];7527.0;42.79;12790;0.0;0.0;0.0;Si;MIRTAZAPINA;
MED MERCK SHARP & DOHME(I.A);ANTIASMATICOS;184011;30006030022;SINGULAIR 4MG.30SOB.PED [ 24023 ];53400.0;18.02;75000;89680.0;0.0;0.0;Si;MONTELUKAST;
MED MERCK SHARP & DOHME(I.A);HIPOLIPEMIANTE;184012;7501326054003;VYTORIN 10/20MG.28COM. [ 13653 ];32781.0;2.51;39990;58290.0;0.0;0.0;Si;EZETIMIBA + SIMVASTATINA;
MED MINTLAB;Analges Antitermicos / Antiinf;185000;7800063210322;193095  GENIOL P 80MG.16COM.MAST.PARACETAMOL [ 11555 ];550.0;204.05;1990;2240.0;0.0;4.0;Si;PARACETAMOL;193095
MED MINTLAB;ANTIALERGICOS (ALERGIA);185001;7800063310848;251267  NEOHYSTICLAR 5MG.30COM. [ 12791 ];990.0;277.73;4450;6990.0;0.0;15.0;Si;DESLORATADINA;251267
MED MINTLAB;;185002;7800063325163;258970  SAGRAS 120 MG. 42 CAPS. [ 25405 ];10990.0;52.16;19900;25940.0;0.0;2.0;Si;;258970
MED MINTLAB;ANTIALERGICOS (ALERGIA);185003;7800063000800;268735  NEOHYSTICLAR JBE.2.5MG/5ML. [ 12790 ];2790.0;74.39;5790;3490.0;0.0;12.0;Si;DESLORATADINA;268735
MED MINTLAB;;185004;7800063311234;ACIFIN 10COMP. MASTICABLES 261287 [ 27155 ];510.0;206.61;1890;1990.0;0.0;11.0;Si;;261287
MED MINTLAB;;185005;7800063001838;ACNEX JAB.AZUFRE 100GR. [ 40316 ];1500.0;49.02;2660;3990.0;0.0;0.0;Si;;
MED MINTLAB;;185006;7800063001852;ACNEX JAB.CARBON 100GR. [ 40317 ];1290.0;49.18;2290;3990.0;0.0;0.0;Si;;
MED MINTLAB;;185007;7800063001845;ACNEX JAB.EXFOLIANTE 100GR. [ 40319 ];1671.0;25.22;2490;3990.0;0.0;0.0;Si;;
MED MINTLAB;;185008;7800063001869;ACNEX JAB.FORTE 100GR. [ 40318 ];1671.0;25.22;2490;3990.0;0.0;0.0;Si;;
MED MINTLAB;Analges Antitermicos / Antiinf;185009;7800063310695;ADESNA 500 MG X 10 COMP [ 11259 ];830.0;174.37;2710;2790.0;0.0;0.0;Si;ACIDO MEFENAMICO;
MED MINTLAB;;185100;7800063312224;AKAN 4 MG 30 COM (MONTELUKAST);5490.0;37.61;8990;18990.0;0.0;1.0;No;MONTELUKAST;
MED MINTLAB;;185101;7800063312200;AKAN 5MG 30 COM (MONTELUKAST)7800063312200;3850.0;44.93;6640;18990.0;0.0;1.0;No;MONTELUKAST;
MED MINTLAB;ANTIASMATICOS;185010;7800063340029;ASMAVENT-B INH.200DOSIS [ 8677 ];3660.0;81.65;7890;9690.0;0.0;3.0;Si;;
MED MINTLAB;ANTIASMATICOS;185011;7800063345031;ASMAVENT-SF 100MCG.200DOSIS  262866 [ 25787 ];2800.0;70.77;5690;6440.0;0.0;4.0;Si;;262866
MED MINTLAB;OTROS DIGESTIVOS;185012;7800063330358;AXANT LACTULOSA 65%  33035 [ 54399 ];5700.0;55.51;10850;11540.0;0.0;4.0;Si;;
MED MINTLAB;ANTIBIOTICOS ORALES;185013;7800063001302;AZITROMICINA 500MG.3COM.REC.  274327 [ 54388 ];790.0;48.92;1400;1840.0;0.0;8.0;Si;AZITROMICINA;274327
MED MINTLAB;;185014;7800063310367;BLONAX 125 MG X 10   193068 [ 8682 ];670.0;275.02;2990;3190.0;0.0;3.0;Si;CLONIXINIO;193068
MED MINTLAB;;185015;7800063001524;BROMBIN 8MG/5ML 100ML. [ 38862 ];2150.0;77.47;4490;5190.0;0.0;19.0;Si;;
MED MINTLAB;;185016;7800063000077;BRONTEC JBE 35MG/5ML FCO 100 ML  268660 [ 17365 ];990.0;228.86;3890;3790.0;0.0;9.0;Si;EXTRACTO SECO DE HOJAS DE HELIX (5-7.5:1);268660
MED MINTLAB;;185017;7800063310862;BUCOGERM TOS.10COMP.MAST. [ 13617 ];1050.0;100.08;2500;2990.0;0.0;50.0;Si;;
MED MINTLAB;;185018;7800063310121;BUTON 10COMP 193030 [ 38608 ];870.0;242.9;3550;3940.0;0.0;2.0;Si;;193030
MED MINTLAB;;185019;7800063310503;BUTON BLÖSTER X10CM [ 50304 ];249.0;234.11;990;3940.0;0.0;4.0;Si;;
MED MINTLAB;;185085;7800063310251;COLIPER 2 MG 6 COM;1550.0;48.01;2730;4140.0;0.0;4.0;Si;LOPERAMIDA;
MED MINTLAB;ANTIALERGICOS;185020;7800063310534;COOLIPS 10MG.10COM. RE [ 8691 ];1350.0;86.12;2990;4840.0;0.0;16.0;Si;CETIRIZINA;
MED MINTLAB;;185021;7800063310572;COOLIPS 10MG.30COM.REC. [ 8692 ];2510.0;89.16;5650;8340.0;0.0;0.0;Si;CETIRIZINA;
MED MINTLAB;;185022;7800063360072;CREMINEM CR 1%  20 GR [ 8693 ];1050.0;99.28;2490;3240.0;0.0;3.0;Si;;
MED MINTLAB;;185023;7800063360065;CREMINEM-B CR 15 GR    193079 [ 8694 ];2650.0;115.32;6790;9590.0;0.0;1.0;Si;;193079
MED MINTLAB;;185098;7800063360034;CREMIRIT CR. 0.05% 15 GR (BETAMETASONA);2550.0;59.83;4850;6440.0;0.0;2.0;No;;
MED MINTLAB;ANALG TOPICOS;185024;7800063260013;DICOGEL 1.16 % GEL 30 GR [ 8697 ];1040.0;210.73;3890;4690.0;0.0;5.0;Si;;
MED MINTLAB;;185025;7800063002736;DIOTENSIL 10MG.30COM. [ 17519 ];1240.0;89.08;2790;2840.0;0.0;9.0;Si;ENALAPRIL;
MED MINTLAB;;185026;7800063002675;DIOTENSIL COM.20MG.30 [ 46175 ];961.11;117.74;2490;4290.0;0.0;0.0;Si;ENALAPRIL;
MED MINTLAB;;185027;7800063330525;DOCIVIN 10 MGX 15 ML. [ 13415 ];1450.0;302.78;6950;7190.0;0.0;12.0;Si;;
MED MINTLAB;;185028;7800063325248;DOCIVIN 10MG X 30CAP [ 27409 ];1590.0;161.61;4950;5990.0;0.0;19.0;Si;;
MED MINTLAB;;185086;7800063310978;DONTER 250 MG 30 COM (TERBINAFINA);7655.0;49.95;13660;16990.0;0.0;0.0;Si;TERBINAFINA;
MED MINTLAB;;185029;7800063360171;DONTER CREMA 1%  15 GRS. [ 15062 ];1550.0;168.37;4950;6190.0;0.0;3.0;Si;TERBINAFINA;
MED MINTLAB;;185104;7800063004921;ELEVARIS 100 MG 10 COM (SILDENAFIL);1190.0;316.64;5900;0.0;0.0;11.0;No;SILDENAFILO;
MED MINTLAB;;185103;7800063004938;ELEVARIS 100 MG 20 COM (SILDENAFIRL);2100.0;277.55;9390;0.0;0.0;22.0;No;SILDENAFILO;
MED MINTLAB;;185107;7800063005027;ELEVARIS 50MG 10 COM (SILDENAFIL);940.0;299.61;4470;0.0;0.0;10.0;Si;SILDENAFILO;
MED MINTLAB;;185084;7800063330495;ELITIRAN GOTAS 15 MG 25 ML;2210.0;83.1;4750;6890.0;0.0;7.0;Si;;
MED MINTLAB;ANALG GENERAL;185030;7800063320137;ELITIRAN-GP 100 MG X 10 CAPS [ 8700 ];1440.0;188.87;4950;4490.0;0.0;18.0;Si;;
MED MINTLAB;;185031;7800063330341;FACIMIN 0.5MG/ML     10 ML [ 10345 ];3890.0;113.86;9900;12940.0;0.0;7.0;Si;;
MED MINTLAB;;185032;7800063325422;FORTOTAL ACTIVE 30 CAP. [ 30598 ];2250.0;69.16;4650;5790.0;0.0;3.0;Si;;
MED MINTLAB;;185094;7800063004297;FORTOTAL CONNECT 30 COM;2100.0;202.48;7890;0.0;0.0;9.0;No;;
MED MINTLAB;;185033;7800063365077;FRAGIDERM UNG. 30GR [ 27692 ];1094.0;137.35;3090;3390.0;0.0;0.0;Si;;
MED MINTLAB;;185091;7800063003719;GENIOL  1 (PARACETAMOL) 1000 MG;1690.0;70.06;3420;0.0;0.0;11.0;No;PARACETAMOL;
MED MINTLAB;Analges Antitermicos / Antiinf;185034;7800063000770;GENIOL FLU JBE.100ML 268732 [ 31115 ];1890.0;164.55;5950;6890.0;0.0;11.0;Si;CLORFENAMINA + PARACETAMOL + PSEUDOEFEDRINA;268732
MED MINTLAB;Analges Antitermicos / Antiinf;185035;7800063330426;GENIOL GTS.100MG/ML.15ML [ 16129 ];1270.0;95.2;2950;3490.0;0.0;4.0;Si;PARACETAMOL;
MED MINTLAB;Analges Antitermicos / Antiinf;185036;264032;GENIOL P ADULTO 500MG.20COM.260536 [ 8705 ];430.0;135.85;1190;1390.0;0.0;13.0;Si;PARACETAMOL;260536
MED MINTLAB;Analges Antitermicos / Antiinf;185037;7800063000015;GENIOL P FLU DN.20COM. [ 13821 ];1190.0;196.59;4200;4340.0;0.0;19.0;Si;PARACETAMOL;
MED MINTLAB;Analges Antitermicos / Antiinf;185038;7800063370033;GENIOL SOBRE DIA 5GR 260733 [ 12805 ];223.0;84.65;490;730.0;0.0;104.0;Si;PARACETAMOL;260733
MED MINTLAB;Analges Antitermicos / Antiinf;185039;7800063370040;GENIOL SOBRE NOCHE 5GR;223.0;84.65;490;730.0;0.0;102.0;Si;PARACETAMOL;
MED MINTLAB;ANALG GENERAL;185040;7800063215068;HASSAPIRIN 100MG 100COM [ 38396 ];760.0;54.8;1400;2340.0;0.0;0.0;Si;ACIDO ACETILSALICILICO;
MED MINTLAB;ANALG GENERAL;185041;7800063315775;HASSAPIRIN 500MG.20COM. (B.E) [ 32236 ];397.0;164.59;1250;1250.0;0.0;0.0;Si;ACIDO ACETILSALICILICO;
MED MINTLAB;;185042;7800063316147;HASSAPIRIN INF.COM100MG30 [ 46181 ];1090.0;130.51;2990;3090.0;0.0;0.0;Si;ACIDO ACETILSALICILICO;
MED MINTLAB;;185093;7800063000787;HYSTICLAR 5MG/5ML 100 ML;2390.0;68.42;4790;6190.0;0.0;3.0;No;;
MED MINTLAB;;185092;7800063325118;ISTEFRAL 50 MG 30 COM (SULPIRIDA);3350.0;80.11;7180;10790.0;0.0;0.0;No;;
MED MINTLAB;ANTICONCEPTIVOS;185043;7800063001180;LADYGEX 28COM. B.E [ 32091 ];7190.0;53.11;13100;15940.0;0.0;0.0;Si;DROSPIRENONA + ETINILESTRADIOL;
MED MINTLAB;;185083;7800063312422;LALERGIC 5 MG 30 COM;1300.0;287.2;5990;7690.0;0.0;2.0;Si;LEVOCETIRIZINA;
MED MINTLAB;;185089;7800063330860;LALERGIC 5 MG/ML 20 ML (LEVOCETIRIZINA);2460.0;163.03;7700;17990.0;0.0;0.0;Si;LEVOCETIRIZINA;
MED MINTLAB;;185044;7800063360027;LISOVYR 5 % 15 GR    193061 [ 8711 ];1070.0;253.41;4500;10790.0;0.0;2.0;Si;;193061
MED MINTLAB;ANTIVIRALES;185045;7800063360010;LISOVYR 5 % 5 GR [ 8712 ];2646.0;74.36;5490;6590.0;0.0;0.0;Si;;
MED MINTLAB;ANTIHIPERTENSIVOS;185046;7800063311036;LOPREN 50MG.30COM. [ 24992 ];1741.0;44.32;2990;5740.0;0.0;0.0;Si;LOSARTAN;
MED MINTLAB;;185047;7800063360195;MINTALUB CREMA POMO 35 GR. [ 26344 ];1990.0;153.56;5890;4040.0;0.0;8.0;Si;;
MED MINTLAB;ANTITUSIVOS;185048;7800063330198;MINTAMOX ADULTO 30 MG  100 ML [ 8717 ];1690.0;122.04;3900;4090.0;0.0;9.0;Si;;
MED MINTLAB;ANTITUSIVOS;185049;7800063330181;MINTAMOX INF 15 MG 5 ML [ 8718 ];1150.0;170.37;3700;4490.0;0.0;9.0;Si;;
MED MINTLAB;;185099;7800063004624;MINTAVIT C 100 MG 100 COM;810.0;94.88;1890;0.0;0.0;5.0;No;;
MED MINTLAB;;185102;7800063004631;MINTAVIT C 500 MG 32 COM;1150.0;45.41;1990;0.0;0.0;1.0;No;;
MED MINTLAB;VITAMINA C;185050;7800063310626;MINTAVIT-C 100MG.100COM. [ 11238 ];490.0;147.43;1590;1590.0;0.0;0.0;Si;;
MED MINTLAB;VITAMINA C;185051;7800063310527;MINTAVIT-C 500MG.30COM. [ 12271 ];750.0;224.65;2940;2940.0;0.0;1.0;Si;;
MED MINTLAB;;185052;7800063360096;MONTICINA UNG.DER.15 GRS [ 8720 ];2690.0;62.44;5200;7140.0;0.0;1.0;Si;;
MED MINTLAB;;185053;7800063000794;NASOLVER JBE 120 ML 253295 [ 13823 ];1968.0;237.33;7900;4990.0;0.0;0.0;Si;CLORFENAMINA + CODEINA + PSEUDOEFEDRINA;253295
MED MINTLAB;ANTIALERGICOS (ALERGIA);185054;7800063311333;NEOHYSTICLAR 5MG.60COM. [ 27412 ];2500.0;131.93;6900;9140.0;0.0;1.0;Si;DESLORATADINA;
MED MINTLAB;ANTIALERGICOS;185055;7800063310701;NIPOLEN 4MG.20COM. [ 11271 ];774.59;191.28;2000;2340.0;0.0;4.0;Si;CLORFENAMINA;
MED MINTLAB;;185056;7800063000817;NIPOLEN JBE 100ML [ 29398 ];1790.0;82.62;3890;5290.0;0.0;4.0;Si;CLORFENAMINA;
MED MINTLAB;;185057;7800063315669;NOSTADEN 10MG X 20 COM REC. [ 8722 ];2390.0;72.29;4900;5340.0;0.0;0.0;Si;CICLOBENZAPRINA;
MED MINTLAB;;185058;7800063311241;NOSTADEN 5 MG. 20 COMP. [ 25959 ];1470.0;185.26;4990;5640.0;0.0;0.0;Si;CICLOBENZAPRINA;
MED MINTLAB;;185059;7800063330556;PLAZOLIT 5MG/ML X 15 ML  256770 [ 53681 ];1350.0;130.31;3700;4240.0;0.0;10.0;Si;;256770
MED MINTLAB;;185060;333333111111;PLAZOLIT FORTE 10 MG. 15 ML [ 16669 ];1490.0;41.0;2500;0.0;0.0;0.0;Si;;
MED MINTLAB;;185061;7800063330563;PLAZOLIT FORTE 10MG/ML 15 ML  258961 [ 53664 ];1320.0;186.06;4490;5190.0;0.0;5.0;Si;;258961
MED MINTLAB;;185062;45373452420;PLAZOLIT GTS. 5 MG  15 ML. [ 15246 ];1490.0;41.0;2500;0.0;0.0;0.0;Si;;
MED MINTLAB;;185087;7800063001616;PROSTALIC 0.4 MG  30 COM;4850.0;40.69;8120;10790.0;0.0;1.0;Si;;
MED MINTLAB;;185106;7800063004761;PYRIPED 400MG 10 CAP BLAN (IBUPROFENO);970.0;90.59;2200;0.0;0.0;13.0;Si;IBUPROFENO;
MED MINTLAB;ANALG GENERAL;185063;264068;PYRIPED FORTE 600 MG X 20 COMP 193111 [ 8737 ];1416.0;252.51;5940;6540.0;0.0;0.0;Si;IBUPROFENO;193111
MED MINTLAB;ANALG GENERAL;185064;7800063000824;PYRIPED FORTE SUSPENSION 120 ML [ 10725 ];1850.0;147.3;4950;4980.0;0.0;6.0;Si;IBUPROFENO;
MED MINTLAB;ANALG GENERAL;185065;7800063330129;PYRIPED SUSP INFANTIL MNT [ 8738 ];1400.0;157.5;4290;6190.0;0.0;0.0;Si;IBUPROFENO;
MED MINTLAB;ANALG GENERAL;185066;7800063325262;PYRIPED-CB 400MG.20CAP. [ 27507 ];1650.0;149.55;4900;4990.0;0.0;36.0;Si;IBUPROFENO;
MED MINTLAB;Analges Antitermicos / Antiinf;185067;7800063310954;RELATENE 100MG.10COM. [ 14497 ];2300.0;43.22;3920;4290.0;0.0;0.0;Si;;
MED MINTLAB;;185068;7800063310947;RELATENE 100MG.20COM.  254475 [ 14979 ];1630.0;259.92;6900;7290.0;0.0;13.0;Si;;254475
MED MINTLAB;ANALG GENERAL;185069;7800063320052;RELATENE 50MG.10CAPS. KETOPROFENO [ 8740 ];1535.83;79.99;3290;3990.0;0.0;0.0;Si;;
MED MINTLAB;;185070;7800063330396;RINOSTERYL 0.9% [ 10344 ];2290.0;72.47;4700;4390.0;2990.0;5.0;Si;;
MED MINTLAB;;185071;7800063000121;SAGRAS 120 MG X 105 CAPS [ 16394 ];23760.0;49.68;42320;40540.0;0.0;0.0;Si;;
MED MINTLAB;;185095;7800063000831;SALBUTAMOL 2MG/5ML  JARABE 100 ML;890.0;144.55;2590;2790.0;0.0;5.0;No;SALBUTAMOL;
MED MINTLAB;ANTICONCEPTIVOS;185072;7800063311753;SOLUNA E.21COM [ 32116 ];5490.0;50.01;9800;16540.0;0.0;1.0;Si;DESOGESTREL + ETINILESTRADIOL;
MED MINTLAB;;185088;7800063360102;SORIDERMAL2% (KETOCONAZOL);2490.0;53.22;4540;5890.0;0.0;1.0;Si;;
MED MINTLAB;;185096;7800063003870;TAVIST XR 750 MG 30 COM;1905.0;120.93;4990;0.0;0.0;8.0;No;;
MED MINTLAB;;185105;7800063310084;TRELIBEC FORTE 10 COM (SULFAMETOXAZOL/TRIMETOPRINA);5790.0;59.65;11000;11290.0;0.0;1.0;No;SULFAMETOXAZOL + TRIMETOPRIMA;
MED MINTLAB;;185073;7800063330068;TULOX JBE.ADULTO  193024 [ 8749 ];1990.0;170.67;6400;5790.0;0.0;2.0;Si;OXOLAMINA;193024
MED MINTLAB;;185074;7800063330075;TULOX JBE.INFANTIL  193025 [ 8750 ];1800.0;228.89;6900;6090.0;0.0;7.0;Si;OXOLAMINA;193025
MED MINTLAB;;185075;7800063310152;ULTRIMIN 10COM. 193032 [ 8751 ];610.0;239.74;2450;1740.0;0.0;30.0;Si;CAFEINA + CLORFENAMINA + ERGOTAMINA + METAMIZOL SODICO;193032
MED MINTLAB;;185097;185097;ULTRIMIN X10 SIN CAJA;608.0;36.83;990;0.0;0.0;2.0;No;CAFEINA + CLORFENAMINA + ERGOTAMINA + METAMIZOL SODICO;
MED MINTLAB;;185090;7800063003696;ULTRIPTAN 2.5 MG 10 COM ( NARATRIPTAN);4890.0;134.91;13600;0.0;0.0;5.0;Si;;
MED MINTLAB;;185076;264163;ZILFIC 100 MG X 1 [ 16545 ];765.0;42.8;1300;5290.0;0.0;0.0;Si;SILDENAFILO;
MED MINTLAB;;185077;7800063310756;ZILFIC 100 MG X 5 [ 10696 ];3739.07;147.22;11000;11490.0;0.0;0.0;Si;SILDENAFILO;
MED MINTLAB;;185078;264106;ZILFIC 50 MG X 1 COMP (1) [ 11257 ];280.0;437.21;1790;1990.0;0.0;0.0;Si;SILDENAFILO;
MED MINTLAB;;185079;7800063310763;ZILFIC 50 MG X 5 [ 10697 ];2840.0;77.24;5990;7640.0;0.0;0.0;Si;SILDENAFILO;
MED MINTLAB;;185080;7800063310749;ZILFIC 50MG.10COM. [ 12370 ];5620.0;79.28;11990;12540.0;0.0;2.0;Si;SILDENAFILO;
MED MINTLAB;;185081;7800063310824;ZILFIC 50MG.2COM. [ 11258 ];480.0;388.45;2790;2890.0;0.0;2.0;Si;SILDENAFILO;
MED MINTLAB;;185082;7800063310640;ZONIX 7.5MG.30COM.REC. 193115 [ 8753 ];1280.0;230.18;4990;6190.0;0.0;0.0;Si;ZOPICLONA;193115
MED MSD;;186000;7800019000472;267614  AERIUS 2,5MG/5ML 120 ML [ 50630 ];11280.0;32.61;17800;0.0;0.0;1.0;Si;DESLORATADINA;267614
MED MSD;;186001;8713184011756;DUPLOCILLINE  100ML INY [ 52846 ];5990.0;24.86;8900;0.0;0.0;0.0;Si;;
